"Prediction","Ground Truth"
"36.99805450439453","42.5"
"35.67335891723633","45"
"35.77839279174805","37.5"
"39.27503204345703","42.5"
"38.637691497802734","45"
"36.8034782409668","47.5"
"33.60600280761719","47.5"
"38.16175079345703","47.5"
"42.60995864868164","47.5"
"38.383541107177734","47.5"
"38.31007766723633","47.5"
"39.4138298034668","47.5"
"35.391517639160156","42.5"
"40.54060363769531","40"
"34.266117095947266","42.5"
"39.52206039428711","42.5"
"35.3619384765625","40"
"38.82310485839844","42.5"
"39.54013442993164","42.5"
"39.71775436401367","42.5"
"41.07123565673828","42.5"
"40.99525833129883","45"
"42.587989807128906","47.5"
"40.91512680053711","42.5"
"38.195213317871094","45"
"40.6239128112793","47.5"
"38.663997650146484","50"
"37.85973358154297","52.5"
"36.512699127197266","52.5"
"38.077728271484375","52.5"
"41.44596862792969","52.5"
"40.047183990478516","52.5"
"39.343135833740234","52.5"
"37.791236877441406","52.5"
"37.2716178894043","52.5"
"37.15303421020508","52.5"
"36.77631759643555","50"
"36.87443923950195","52.5"
"36.93363952636719","52.5"
"37.725284576416016","50"
"38.32135009765625","47.5"
"36.85679244995117","47.5"
"36.43412399291992","47.5"
"32.38869857788086","42.5"
"36.23674392700195","47.5"
"36.7386589050293","47.5"
"33.2437858581543","42.5"
"27.81817054748535","35"
"20.68434715270996","30"
"16.540212631225586","25"
"19.08870506286621","17.5"
"22.791521072387695","30"
"14.775186538696289","25"
"7.81417179107666","17.5"
"4.646341800689697","0"
"3.8016679286956787","0"
"4.353479862213135","0"
"4.55588436126709","0"
"20.172161102294922","17.5"
"18.98173713684082","17.5"
"18.371938705444336","20"
"22.387109756469727","22.5"
"22.106645584106445","25"
"30.964689254760742","25"
"34.2996711730957","27.5"
"21.688064575195312","25"
"28.309724807739258","25"
"31.019487380981445","27.5"
"33.76424789428711","32.5"
"39.24760055541992","37.5"
"38.564510345458984","40"
"37.593326568603516","42.5"
"42.166072845458984","37.5"
"42.56339645385742","40"
"43.62688064575195","42.5"
"44.4406623840332","45"
"45.91305923461914","45"
"46.16928482055664","45"
"46.12942123413086","45"
"44.770633697509766","45"
"45.40704345703125","45"
"44.461551666259766","45"
"44.89480972290039","42.5"
"40.13296890258789","42.5"
"38.355648040771484","45"
"40.45657730102539","45"
"45.98923110961914","42.5"
"44.47445297241211","45"
"40.181034088134766","45"
"36.4587287902832","45"
"32.709896087646484","40"
"29.563678741455078","35"
"20.979658126831055","35"
"33.55221176147461","40"
"28.371360778808594","35"
"28.58512306213379","35"
"27.319299697875977","32.5"
"22.528804779052734","37.5"
"22.05277442932129","40"
"22.17620086669922","40"
"27.672468185424805","37.5"
"27.860122680664062","40"
"26.992143630981445","40"
"23.51405906677246","42.5"
"24.66954231262207","42.5"
"23.691118240356445","42.5"
"21.988977432250977","40"
"26.6303653717041","42.5"
"26.822851181030273","42.5"
"23.195188522338867","40"
"21.37156867980957","37.5"
"22.3846378326416","35"
"19.328676223754883","35"
"16.112863540649414","32.5"
"20.9284725189209","35"
"18.5599422454834","35"
"15.14897346496582","32.5"
"7.9664835929870605","27.5"
"3.902869939804077","22.5"
"3.733325242996216","0"
"3.2111594676971436","0"
"3.597622871398926","22.5"
"5.958224773406982","0"
"3.1874210834503174","0"
"3.053455352783203","0"
