,besttrack_path,besttrack_id,nwp_path,nwp_id,tracker_lat,tracker_lon
77,data/single-tc-bessttrack/1422.csv,19,data/unzipdata3/1422_HAGUPIT/arr/2014120400_4HD.npz,5,[11.402703],[128.77242]
78,data/single-tc-bessttrack/1422.csv,20,data/unzipdata3/1422_HAGUPIT/arr/2014120400_4HD.npz,6,[11.297269],[128.20361]
79,data/single-tc-bessttrack/1422.csv,18,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,0,[11.461071],[129.56291]
80,data/single-tc-bessttrack/1422.csv,19,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,1,[11.656266],[128.99481]
81,data/single-tc-bessttrack/1422.csv,20,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,2,[11.660183],[128.59203]
82,data/single-tc-bessttrack/1422.csv,21,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,3,[11.625879],[127.99519]
83,data/single-tc-bessttrack/1422.csv,22,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,4,[11.56238],[127.32927]
84,data/single-tc-bessttrack/1422.csv,23,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,5,[11.463247],[126.68519]
85,data/single-tc-bessttrack/1422.csv,24,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,6,[11.37115],[126.06239]
86,data/single-tc-bessttrack/1422.csv,22,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,0,[11.961738],[127.39384]
87,data/single-tc-bessttrack/1422.csv,23,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,1,[11.937011],[126.61754]
88,data/single-tc-bessttrack/1422.csv,24,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,2,[11.99938],[125.99835]
89,data/single-tc-bessttrack/1422.csv,25,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,3,[11.933729],[125.397224]
90,data/single-tc-bessttrack/1422.csv,26,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,4,[11.9253645],[124.70943]
91,data/single-tc-bessttrack/1422.csv,27,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,5,[12.268778],[123.97479]
92,data/single-tc-bessttrack/1422.csv,28,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,6,[12.65189],[123.131195]
93,data/single-tc-bessttrack/1422.csv,26,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,0,[11.855379],[124.722786]
94,data/single-tc-bessttrack/1422.csv,27,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,1,[12.089147],[123.985825]
95,data/single-tc-bessttrack/1422.csv,28,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,2,[12.258329],[123.47077]
96,data/single-tc-bessttrack/1422.csv,29,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,3,[12.528116],[122.86503]
97,data/single-tc-bessttrack/1422.csv,30,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,4,[12.863268],[122.248505]
98,data/single-tc-bessttrack/1422.csv,31,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,5,[13.157037],[121.58018]
99,data/single-tc-bessttrack/1422.csv,32,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,6,[13.179774],[120.803154]
100,data/single-tc-bessttrack/1422.csv,30,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,0,[13.036416],[122.65154]
101,data/single-tc-bessttrack/1422.csv,31,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,1,[13.507791],[121.863266]
102,data/single-tc-bessttrack/1422.csv,32,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,2,[13.472027],[121.160065]
103,data/single-tc-bessttrack/1422.csv,33,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,3,[13.687124],[120.42815]
104,data/single-tc-bessttrack/1422.csv,34,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,4,[13.554878],[119.5892]
105,data/single-tc-bessttrack/1422.csv,35,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,5,[13.705285],[118.62264]
106,data/single-tc-bessttrack/1422.csv,36,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,6,[13.670251],[117.464775]
107,data/single-tc-bessttrack/1422.csv,34,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,0,[13.407307],[120.06387]
108,data/single-tc-bessttrack/1422.csv,35,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,1,[13.499987],[119.3138]
109,data/single-tc-bessttrack/1422.csv,36,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,2,[13.528314],[118.42846]
110,data/single-tc-bessttrack/1422.csv,37,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,3,[13.4728],[117.253716]
111,data/single-tc-bessttrack/1422.csv,38,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,4,[13.289969],[116.120575]
112,data/single-tc-bessttrack/1422.csv,39,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,5,[13.068583],[114.92174]
113,data/single-tc-bessttrack/1422.csv,40,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,6,[12.851951],[114.07721]
114,data/single-tc-bessttrack/1422.csv,38,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,0,[13.2220745],[116.29973]
115,data/single-tc-bessttrack/1422.csv,39,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,1,[13.349728],[115.665146]
116,data/single-tc-bessttrack/1422.csv,40,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,2,[13.116109],[114.51995]
117,data/single-tc-bessttrack/1422.csv,41,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,3,[12.972361],[113.2775]
118,data/single-tc-bessttrack/1422.csv,42,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,4,[12.868677],[112.10665]
119,data/single-tc-bessttrack/1422.csv,43,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,5,[12.684739],[110.87917]
120,data/single-tc-bessttrack/1422.csv,44,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,6,[12.087841],[109.95582]
121,data/single-tc-bessttrack/1504.csv,22,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,0,[10.505635],[137.42249]
122,data/single-tc-bessttrack/1504.csv,23,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,1,[10.832373],[136.54953]
123,data/single-tc-bessttrack/1504.csv,24,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,2,[11.189043],[135.69563]
124,data/single-tc-bessttrack/1504.csv,25,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,3,[11.636605],[134.93224]
125,data/single-tc-bessttrack/1504.csv,26,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,4,[11.978765],[134.44447]
126,data/single-tc-bessttrack/1504.csv,27,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,5,[12.597642],[133.89241]
127,data/single-tc-bessttrack/1504.csv,28,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,6,[13.135355],[133.34146]
128,data/single-tc-bessttrack/1504.csv,26,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,0,[12.528236],[134.2716]
129,data/single-tc-bessttrack/1504.csv,27,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,1,[12.977143],[133.7393]
130,data/single-tc-bessttrack/1504.csv,28,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,2,[13.488833],[132.943]
131,data/single-tc-bessttrack/1504.csv,29,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,3,[13.779158],[131.96361]
132,data/single-tc-bessttrack/1504.csv,30,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,4,[14.113815],[131.00732]
133,data/single-tc-bessttrack/1504.csv,31,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,5,[14.50386],[129.82903]
134,data/single-tc-bessttrack/1504.csv,32,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,6,[14.473669],[128.62878]
135,data/single-tc-bessttrack/1504.csv,30,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,0,[14.150223],[130.96997]
136,data/single-tc-bessttrack/1504.csv,31,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,1,[14.352862],[129.99603]
137,data/single-tc-bessttrack/1504.csv,32,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,2,[14.569409],[129.005]
138,data/single-tc-bessttrack/1504.csv,33,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,3,[14.815084],[127.63436]
139,data/single-tc-bessttrack/1504.csv,34,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,4,[15.375595],[126.11532]
140,data/single-tc-bessttrack/1504.csv,35,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,5,[16.129917],[124.71273]
141,data/single-tc-bessttrack/1504.csv,36,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,6,[16.852814],[123.77205]
142,data/single-tc-bessttrack/1504.csv,34,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,0,[14.751191],[126.46378]
143,data/single-tc-bessttrack/1504.csv,35,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,1,[15.455776],[124.977905]
144,data/single-tc-bessttrack/1504.csv,36,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,2,[16.145763],[123.94173]
145,data/single-tc-bessttrack/1504.csv,37,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,3,[16.70157],[123.036194]
146,data/single-tc-bessttrack/1504.csv,38,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,4,[17.699488],[121.90798]
147,data/single-tc-bessttrack/1504.csv,39,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,5,[18.823814],[120.55449]
148,data/single-tc-bessttrack/1504.csv,40,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,6,[19.586689],[119.73658]
149,data/single-tc-bessttrack/1504.csv,38,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,0,[16.746355],[122.44153]
150,data/single-tc-bessttrack/1504.csv,39,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,1,[18.20813],[121.70159]
151,data/single-tc-bessttrack/1504.csv,40,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,2,[18.937265],[120.49891]
152,data/single-tc-bessttrack/1504.csv,41,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,3,[20.239952],[118.37572]
153,data/single-tc-bessttrack/1504.csv,42,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,4,[20.494617],[117.49781]
154,data/single-tc-bessttrack/1504.csv,43,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,5,[20.748363],[117.305885]
155,data/single-tc-bessttrack/1504.csv,44,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,6,[20.996956],[117.338806]
156,data/single-tc-bessttrack/1508.csv,5,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,0,[15.813502],[111.38244]
157,data/single-tc-bessttrack/1508.csv,6,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,1,[16.376364],[111.704865]
158,data/single-tc-bessttrack/1508.csv,7,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,2,[17.518251],[111.487885]
159,data/single-tc-bessttrack/1508.csv,8,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,3,[17.8247],[111.31109]
160,data/single-tc-bessttrack/1508.csv,9,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,4,[17.930073],[111.35395]
161,data/single-tc-bessttrack/1508.csv,10,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,5,[18.922491],[111.29331]
162,data/single-tc-bessttrack/1508.csv,11,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,6,[19.60591],[110.91056]
163,data/single-tc-bessttrack/1508.csv,9,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,0,[17.846378],[111.07331]
164,data/single-tc-bessttrack/1508.csv,10,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,1,[18.658464],[110.82391]
165,data/single-tc-bessttrack/1508.csv,11,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,2,[19.554417],[110.66631]
166,data/single-tc-bessttrack/1508.csv,12,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,3,[19.952213],[110.07015]
167,data/single-tc-bessttrack/1508.csv,13,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,4,[20.316778],[109.70495]
168,data/single-tc-bessttrack/1508.csv,14,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,5,[21.046627],[108.93873]
169,data/single-tc-bessttrack/1508.csv,15,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,6,[21.387995],[108.780556]
170,data/single-tc-bessttrack/1508.csv,13,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,0,[20.057543],[109.60063]
171,data/single-tc-bessttrack/1508.csv,14,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,1,[19.950804],[108.53232]
172,data/single-tc-bessttrack/1508.csv,15,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,2,[20.532833],[108.79737]
173,data/single-tc-bessttrack/1508.csv,16,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,3,[20.902466],[107.798874]
174,data/single-tc-bessttrack/1508.csv,17,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,4,[21.42953],[107.57874]
175,data/single-tc-bessttrack/1508.csv,18,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,5,[21.791328],[106.96314]
176,data/single-tc-bessttrack/1508.csv,19,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,6,[22.494806],[106.648735]
177,data/single-tc-bessttrack/1508.csv,17,data/unzipdata3/1508_KUJIRA/arr/2015062400_4HD.npz,0,[20.908173],[107.20276]
178,data/single-tc-bessttrack/1508.csv,18,data/unzipdata3/1508_KUJIRA/arr/2015062400_4HD.npz,1,[20.952436],[106.572266]
179,data/single-tc-bessttrack/1508.csv,19,data/unzipdata3/1508_KUJIRA/arr/2015062400_4HD.npz,2,[21.294338],[106.474846]
180,data/single-tc-bessttrack/1508.csv,20,data/unzipdata3/1508_KUJIRA/arr/2015062400_4HD.npz,3,[22.06699],[106.40757]
181,data/single-tc-bessttrack/1508.csv,21,data/unzipdata3/1508_KUJIRA/arr/2015062400_4HD.npz,4,[22.846415],[106.23733]
182,data/single-tc-bessttrack/1510.csv,1,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,0,[13.986578],[130.07817]
183,data/single-tc-bessttrack/1510.csv,2,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,1,[14.187476],[129.77528]
184,data/single-tc-bessttrack/1510.csv,3,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,2,[14.470483],[129.33658]
185,data/single-tc-bessttrack/1510.csv,4,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,3,[15.024253],[129.13226]
186,data/single-tc-bessttrack/1510.csv,5,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,4,[15.786924],[128.28772]
187,data/single-tc-bessttrack/1510.csv,6,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,5,[15.9119625],[127.37023]
188,data/single-tc-bessttrack/1510.csv,7,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,6,[16.35157],[127.18776]
189,data/single-tc-bessttrack/1510.csv,5,data/unzipdata3/1510_LINFA/arr/2015070300_4HD.npz,0,[15.472795],[126.81437]
190,data/single-tc-bessttrack/1510.csv,6,data/unzipdata3/1510_LINFA/arr/2015070300_4HD.npz,1,[15.902634],[125.92484]
191,data/single-tc-bessttrack/1510.csv,7,data/unzipdata3/1510_LINFA/arr/2015070300_4HD.npz,2,[15.885082],[125.43752]
