,besttrack_path,besttrack_id,nwp_path,nwp_id
31,data/single-tc-bessttrack/1409.csv,27,data/unzipdata3/1409_RAMMASUN/arr/2014071600_4HD.npz,0
32,data/single-tc-bessttrack/1409.csv,28,data/unzipdata3/1409_RAMMASUN/arr/2014071600_4HD.npz,1
33,data/single-tc-bessttrack/1409.csv,29,data/unzipdata3/1409_RAMMASUN/arr/2014071600_4HD.npz,2
34,data/single-tc-bessttrack/1409.csv,30,data/unzipdata3/1409_RAMMASUN/arr/2014071600_4HD.npz,3
35,data/single-tc-bessttrack/1409.csv,31,data/unzipdata3/1409_RAMMASUN/arr/2014071600_4HD.npz,4
36,data/single-tc-bessttrack/1409.csv,32,data/unzipdata3/1409_RAMMASUN/arr/2014071600_4HD.npz,5
37,data/single-tc-bessttrack/1409.csv,33,data/unzipdata3/1409_RAMMASUN/arr/2014071600_4HD.npz,6
38,data/single-tc-bessttrack/1409.csv,31,data/unzipdata3/1409_RAMMASUN/arr/2014071700_4HD.npz,0
39,data/single-tc-bessttrack/1409.csv,32,data/unzipdata3/1409_RAMMASUN/arr/2014071700_4HD.npz,1
40,data/single-tc-bessttrack/1409.csv,33,data/unzipdata3/1409_RAMMASUN/arr/2014071700_4HD.npz,2
41,data/single-tc-bessttrack/1409.csv,34,data/unzipdata3/1409_RAMMASUN/arr/2014071700_4HD.npz,3
42,data/single-tc-bessttrack/1409.csv,35,data/unzipdata3/1409_RAMMASUN/arr/2014071700_4HD.npz,4
43,data/single-tc-bessttrack/1409.csv,36,data/unzipdata3/1409_RAMMASUN/arr/2014071700_4HD.npz,5
44,data/single-tc-bessttrack/1409.csv,37,data/unzipdata3/1409_RAMMASUN/arr/2014071700_4HD.npz,6
45,data/single-tc-bessttrack/1409.csv,35,data/unzipdata3/1409_RAMMASUN/arr/2014071800_4HD.npz,0
46,data/single-tc-bessttrack/1409.csv,36,data/unzipdata3/1409_RAMMASUN/arr/2014071800_4HD.npz,1
47,data/single-tc-bessttrack/1409.csv,37,data/unzipdata3/1409_RAMMASUN/arr/2014071800_4HD.npz,2
48,data/single-tc-bessttrack/1409.csv,38,data/unzipdata3/1409_RAMMASUN/arr/2014071800_4HD.npz,3
49,data/single-tc-bessttrack/1409.csv,39,data/unzipdata3/1409_RAMMASUN/arr/2014071800_4HD.npz,4
50,data/single-tc-bessttrack/1409.csv,40,data/unzipdata3/1409_RAMMASUN/arr/2014071800_4HD.npz,5
51,data/single-tc-bessttrack/1409.csv,41,data/unzipdata3/1409_RAMMASUN/arr/2014071800_4HD.npz,6
52,data/single-tc-bessttrack/1409.csv,39,data/unzipdata3/1409_RAMMASUN/arr/2014071900_4HD.npz,0
53,data/single-tc-bessttrack/1409.csv,40,data/unzipdata3/1409_RAMMASUN/arr/2014071900_4HD.npz,1
54,data/single-tc-bessttrack/1409.csv,41,data/unzipdata3/1409_RAMMASUN/arr/2014071900_4HD.npz,2
55,data/single-tc-bessttrack/1409.csv,42,data/unzipdata3/1409_RAMMASUN/arr/2014071900_4HD.npz,3
56,data/single-tc-bessttrack/1409.csv,43,data/unzipdata3/1409_RAMMASUN/arr/2014071900_4HD.npz,4
57,data/single-tc-bessttrack/1421.csv,8,data/unzipdata3/1421_SINLAKU/arr/2014112800_4HD.npz,0
58,data/single-tc-bessttrack/1421.csv,9,data/unzipdata3/1421_SINLAKU/arr/2014112800_4HD.npz,1
59,data/single-tc-bessttrack/1421.csv,10,data/unzipdata3/1421_SINLAKU/arr/2014112800_4HD.npz,2
60,data/single-tc-bessttrack/1421.csv,11,data/unzipdata3/1421_SINLAKU/arr/2014112800_4HD.npz,3
61,data/single-tc-bessttrack/1421.csv,12,data/unzipdata3/1421_SINLAKU/arr/2014112800_4HD.npz,4
62,data/single-tc-bessttrack/1421.csv,13,data/unzipdata3/1421_SINLAKU/arr/2014112800_4HD.npz,5
63,data/single-tc-bessttrack/1421.csv,14,data/unzipdata3/1421_SINLAKU/arr/2014112800_4HD.npz,6
64,data/single-tc-bessttrack/1421.csv,12,data/unzipdata3/1421_SINLAKU/arr/2014112900_4HD.npz,0
65,data/single-tc-bessttrack/1421.csv,13,data/unzipdata3/1421_SINLAKU/arr/2014112900_4HD.npz,1
66,data/single-tc-bessttrack/1421.csv,14,data/unzipdata3/1421_SINLAKU/arr/2014112900_4HD.npz,2
67,data/single-tc-bessttrack/1421.csv,15,data/unzipdata3/1421_SINLAKU/arr/2014112900_4HD.npz,3
68,data/single-tc-bessttrack/1421.csv,16,data/unzipdata3/1421_SINLAKU/arr/2014112900_4HD.npz,4
69,data/single-tc-bessttrack/1421.csv,17,data/unzipdata3/1421_SINLAKU/arr/2014112900_4HD.npz,5
70,data/single-tc-bessttrack/1421.csv,16,data/unzipdata3/1421_SINLAKU/arr/2014113000_4HD.npz,0
71,data/single-tc-bessttrack/1421.csv,17,data/unzipdata3/1421_SINLAKU/arr/2014113000_4HD.npz,1
72,data/single-tc-bessttrack/1422.csv,14,data/unzipdata3/1422_HAGUPIT/arr/2014120400_4HD.npz,0
73,data/single-tc-bessttrack/1422.csv,15,data/unzipdata3/1422_HAGUPIT/arr/2014120400_4HD.npz,1
74,data/single-tc-bessttrack/1422.csv,16,data/unzipdata3/1422_HAGUPIT/arr/2014120400_4HD.npz,2
75,data/single-tc-bessttrack/1422.csv,17,data/unzipdata3/1422_HAGUPIT/arr/2014120400_4HD.npz,3
76,data/single-tc-bessttrack/1422.csv,18,data/unzipdata3/1422_HAGUPIT/arr/2014120400_4HD.npz,4
77,data/single-tc-bessttrack/1422.csv,19,data/unzipdata3/1422_HAGUPIT/arr/2014120400_4HD.npz,5
78,data/single-tc-bessttrack/1422.csv,20,data/unzipdata3/1422_HAGUPIT/arr/2014120400_4HD.npz,6
79,data/single-tc-bessttrack/1422.csv,18,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,0
80,data/single-tc-bessttrack/1422.csv,19,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,1
81,data/single-tc-bessttrack/1422.csv,20,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,2
82,data/single-tc-bessttrack/1422.csv,21,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,3
83,data/single-tc-bessttrack/1422.csv,22,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,4
84,data/single-tc-bessttrack/1422.csv,23,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,5
85,data/single-tc-bessttrack/1422.csv,24,data/unzipdata3/1422_HAGUPIT/arr/2014120500_4HD.npz,6
86,data/single-tc-bessttrack/1422.csv,22,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,0
87,data/single-tc-bessttrack/1422.csv,23,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,1
88,data/single-tc-bessttrack/1422.csv,24,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,2
89,data/single-tc-bessttrack/1422.csv,25,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,3
90,data/single-tc-bessttrack/1422.csv,26,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,4
91,data/single-tc-bessttrack/1422.csv,27,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,5
92,data/single-tc-bessttrack/1422.csv,28,data/unzipdata3/1422_HAGUPIT/arr/2014120600_4HD.npz,6
93,data/single-tc-bessttrack/1422.csv,26,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,0
94,data/single-tc-bessttrack/1422.csv,27,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,1
95,data/single-tc-bessttrack/1422.csv,28,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,2
96,data/single-tc-bessttrack/1422.csv,29,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,3
97,data/single-tc-bessttrack/1422.csv,30,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,4
98,data/single-tc-bessttrack/1422.csv,31,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,5
99,data/single-tc-bessttrack/1422.csv,32,data/unzipdata3/1422_HAGUPIT/arr/2014120700_4HD.npz,6
100,data/single-tc-bessttrack/1422.csv,30,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,0
101,data/single-tc-bessttrack/1422.csv,31,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,1
102,data/single-tc-bessttrack/1422.csv,32,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,2
103,data/single-tc-bessttrack/1422.csv,33,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,3
104,data/single-tc-bessttrack/1422.csv,34,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,4
105,data/single-tc-bessttrack/1422.csv,35,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,5
106,data/single-tc-bessttrack/1422.csv,36,data/unzipdata3/1422_HAGUPIT/arr/2014120800_4HD.npz,6
107,data/single-tc-bessttrack/1422.csv,34,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,0
108,data/single-tc-bessttrack/1422.csv,35,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,1
109,data/single-tc-bessttrack/1422.csv,36,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,2
110,data/single-tc-bessttrack/1422.csv,37,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,3
111,data/single-tc-bessttrack/1422.csv,38,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,4
112,data/single-tc-bessttrack/1422.csv,39,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,5
113,data/single-tc-bessttrack/1422.csv,40,data/unzipdata3/1422_HAGUPIT/arr/2014120900_4HD.npz,6
114,data/single-tc-bessttrack/1422.csv,38,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,0
115,data/single-tc-bessttrack/1422.csv,39,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,1
116,data/single-tc-bessttrack/1422.csv,40,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,2
117,data/single-tc-bessttrack/1422.csv,41,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,3
118,data/single-tc-bessttrack/1422.csv,42,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,4
119,data/single-tc-bessttrack/1422.csv,43,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,5
120,data/single-tc-bessttrack/1422.csv,44,data/unzipdata3/1422_HAGUPIT/arr/2014121000_4HD.npz,6
121,data/single-tc-bessttrack/1504.csv,22,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,0
122,data/single-tc-bessttrack/1504.csv,23,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,1
123,data/single-tc-bessttrack/1504.csv,24,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,2
124,data/single-tc-bessttrack/1504.csv,25,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,3
125,data/single-tc-bessttrack/1504.csv,26,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,4
126,data/single-tc-bessttrack/1504.csv,27,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,5
127,data/single-tc-bessttrack/1504.csv,28,data/unzipdata3/1504_MAYSAK/arr/2015040100_4HD.npz,6
128,data/single-tc-bessttrack/1504.csv,26,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,0
129,data/single-tc-bessttrack/1504.csv,27,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,1
130,data/single-tc-bessttrack/1504.csv,28,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,2
131,data/single-tc-bessttrack/1504.csv,29,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,3
132,data/single-tc-bessttrack/1504.csv,30,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,4
133,data/single-tc-bessttrack/1504.csv,31,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,5
134,data/single-tc-bessttrack/1504.csv,32,data/unzipdata3/1504_MAYSAK/arr/2015040200_4HD.npz,6
135,data/single-tc-bessttrack/1504.csv,30,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,0
136,data/single-tc-bessttrack/1504.csv,31,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,1
137,data/single-tc-bessttrack/1504.csv,32,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,2
138,data/single-tc-bessttrack/1504.csv,33,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,3
139,data/single-tc-bessttrack/1504.csv,34,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,4
140,data/single-tc-bessttrack/1504.csv,35,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,5
141,data/single-tc-bessttrack/1504.csv,36,data/unzipdata3/1504_MAYSAK/arr/2015040300_4HD.npz,6
142,data/single-tc-bessttrack/1504.csv,34,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,0
143,data/single-tc-bessttrack/1504.csv,35,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,1
144,data/single-tc-bessttrack/1504.csv,36,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,2
145,data/single-tc-bessttrack/1504.csv,37,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,3
146,data/single-tc-bessttrack/1504.csv,38,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,4
147,data/single-tc-bessttrack/1504.csv,39,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,5
148,data/single-tc-bessttrack/1504.csv,40,data/unzipdata3/1504_MAYSAK/arr/2015040400_4HD.npz,6
149,data/single-tc-bessttrack/1504.csv,38,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,0
150,data/single-tc-bessttrack/1504.csv,39,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,1
151,data/single-tc-bessttrack/1504.csv,40,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,2
152,data/single-tc-bessttrack/1504.csv,41,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,3
153,data/single-tc-bessttrack/1504.csv,42,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,4
154,data/single-tc-bessttrack/1504.csv,43,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,5
155,data/single-tc-bessttrack/1504.csv,44,data/unzipdata3/1504_MAYSAK/arr/2015040500_4HD.npz,6
156,data/single-tc-bessttrack/1508.csv,5,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,0
157,data/single-tc-bessttrack/1508.csv,6,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,1
158,data/single-tc-bessttrack/1508.csv,7,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,2
159,data/single-tc-bessttrack/1508.csv,8,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,3
160,data/single-tc-bessttrack/1508.csv,9,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,4
161,data/single-tc-bessttrack/1508.csv,10,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,5
162,data/single-tc-bessttrack/1508.csv,11,data/unzipdata3/1508_KUJIRA/arr/2015062100_4HD.npz,6
163,data/single-tc-bessttrack/1508.csv,9,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,0
164,data/single-tc-bessttrack/1508.csv,10,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,1
165,data/single-tc-bessttrack/1508.csv,11,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,2
166,data/single-tc-bessttrack/1508.csv,12,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,3
167,data/single-tc-bessttrack/1508.csv,13,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,4
168,data/single-tc-bessttrack/1508.csv,14,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,5
169,data/single-tc-bessttrack/1508.csv,15,data/unzipdata3/1508_KUJIRA/arr/2015062200_4HD.npz,6
170,data/single-tc-bessttrack/1508.csv,13,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,0
171,data/single-tc-bessttrack/1508.csv,14,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,1
172,data/single-tc-bessttrack/1508.csv,15,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,2
173,data/single-tc-bessttrack/1508.csv,16,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,3
174,data/single-tc-bessttrack/1508.csv,17,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,4
175,data/single-tc-bessttrack/1508.csv,18,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,5
176,data/single-tc-bessttrack/1508.csv,19,data/unzipdata3/1508_KUJIRA/arr/2015062300_4HD.npz,6
177,data/single-tc-bessttrack/1508.csv,17,data/unzipdata3/1508_KUJIRA/arr/2015062400_4HD.npz,0
178,data/single-tc-bessttrack/1508.csv,18,data/unzipdata3/1508_KUJIRA/arr/2015062400_4HD.npz,1
179,data/single-tc-bessttrack/1508.csv,19,data/unzipdata3/1508_KUJIRA/arr/2015062400_4HD.npz,2
180,data/single-tc-bessttrack/1508.csv,20,data/unzipdata3/1508_KUJIRA/arr/2015062400_4HD.npz,3
181,data/single-tc-bessttrack/1508.csv,21,data/unzipdata3/1508_KUJIRA/arr/2015062400_4HD.npz,4
182,data/single-tc-bessttrack/1510.csv,1,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,0
183,data/single-tc-bessttrack/1510.csv,2,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,1
184,data/single-tc-bessttrack/1510.csv,3,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,2
185,data/single-tc-bessttrack/1510.csv,4,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,3
186,data/single-tc-bessttrack/1510.csv,5,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,4
187,data/single-tc-bessttrack/1510.csv,6,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,5
188,data/single-tc-bessttrack/1510.csv,7,data/unzipdata3/1510_LINFA/arr/2015070200_4HD.npz,6
189,data/single-tc-bessttrack/1510.csv,5,data/unzipdata3/1510_LINFA/arr/2015070300_4HD.npz,0
190,data/single-tc-bessttrack/1510.csv,6,data/unzipdata3/1510_LINFA/arr/2015070300_4HD.npz,1
191,data/single-tc-bessttrack/1510.csv,7,data/unzipdata3/1510_LINFA/arr/2015070300_4HD.npz,2
192,data/single-tc-bessttrack/1510.csv,8,data/unzipdata3/1510_LINFA/arr/2015070300_4HD.npz,3
193,data/single-tc-bessttrack/1510.csv,9,data/unzipdata3/1510_LINFA/arr/2015070300_4HD.npz,4
194,data/single-tc-bessttrack/1510.csv,10,data/unzipdata3/1510_LINFA/arr/2015070300_4HD.npz,5
195,data/single-tc-bessttrack/1510.csv,11,data/unzipdata3/1510_LINFA/arr/2015070300_4HD.npz,6
196,data/single-tc-bessttrack/1510.csv,9,data/unzipdata3/1510_LINFA/arr/2015070400_4HD.npz,0
197,data/single-tc-bessttrack/1510.csv,10,data/unzipdata3/1510_LINFA/arr/2015070400_4HD.npz,1
198,data/single-tc-bessttrack/1510.csv,11,data/unzipdata3/1510_LINFA/arr/2015070400_4HD.npz,2
199,data/single-tc-bessttrack/1510.csv,12,data/unzipdata3/1510_LINFA/arr/2015070400_4HD.npz,3
200,data/single-tc-bessttrack/1510.csv,13,data/unzipdata3/1510_LINFA/arr/2015070400_4HD.npz,4
201,data/single-tc-bessttrack/1510.csv,14,data/unzipdata3/1510_LINFA/arr/2015070400_4HD.npz,5
202,data/single-tc-bessttrack/1510.csv,15,data/unzipdata3/1510_LINFA/arr/2015070400_4HD.npz,6
203,data/single-tc-bessttrack/1510.csv,13,data/unzipdata3/1510_LINFA/arr/2015070500_4HD.npz,0
204,data/single-tc-bessttrack/1510.csv,14,data/unzipdata3/1510_LINFA/arr/2015070500_4HD.npz,1
205,data/single-tc-bessttrack/1510.csv,15,data/unzipdata3/1510_LINFA/arr/2015070500_4HD.npz,2
206,data/single-tc-bessttrack/1510.csv,16,data/unzipdata3/1510_LINFA/arr/2015070500_4HD.npz,3
207,data/single-tc-bessttrack/1510.csv,17,data/unzipdata3/1510_LINFA/arr/2015070500_4HD.npz,4
208,data/single-tc-bessttrack/1510.csv,18,data/unzipdata3/1510_LINFA/arr/2015070500_4HD.npz,5
209,data/single-tc-bessttrack/1510.csv,19,data/unzipdata3/1510_LINFA/arr/2015070500_4HD.npz,6
210,data/single-tc-bessttrack/1510.csv,17,data/unzipdata3/1510_LINFA/arr/2015070600_4HD.npz,0
211,data/single-tc-bessttrack/1510.csv,18,data/unzipdata3/1510_LINFA/arr/2015070600_4HD.npz,1
212,data/single-tc-bessttrack/1510.csv,19,data/unzipdata3/1510_LINFA/arr/2015070600_4HD.npz,2
213,data/single-tc-bessttrack/1510.csv,20,data/unzipdata3/1510_LINFA/arr/2015070600_4HD.npz,3
214,data/single-tc-bessttrack/1510.csv,21,data/unzipdata3/1510_LINFA/arr/2015070600_4HD.npz,4
215,data/single-tc-bessttrack/1510.csv,22,data/unzipdata3/1510_LINFA/arr/2015070600_4HD.npz,5
216,data/single-tc-bessttrack/1510.csv,23,data/unzipdata3/1510_LINFA/arr/2015070600_4HD.npz,6
217,data/single-tc-bessttrack/1510.csv,21,data/unzipdata3/1510_LINFA/arr/2015070700_4HD.npz,0
218,data/single-tc-bessttrack/1510.csv,22,data/unzipdata3/1510_LINFA/arr/2015070700_4HD.npz,1
219,data/single-tc-bessttrack/1510.csv,23,data/unzipdata3/1510_LINFA/arr/2015070700_4HD.npz,2
220,data/single-tc-bessttrack/1510.csv,24,data/unzipdata3/1510_LINFA/arr/2015070700_4HD.npz,3
221,data/single-tc-bessttrack/1510.csv,25,data/unzipdata3/1510_LINFA/arr/2015070700_4HD.npz,4
222,data/single-tc-bessttrack/1510.csv,26,data/unzipdata3/1510_LINFA/arr/2015070700_4HD.npz,5
223,data/single-tc-bessttrack/1510.csv,27,data/unzipdata3/1510_LINFA/arr/2015070700_4HD.npz,6
224,data/single-tc-bessttrack/1510.csv,25,data/unzipdata3/1510_LINFA/arr/2015070800_4HD.npz,0
225,data/single-tc-bessttrack/1510.csv,26,data/unzipdata3/1510_LINFA/arr/2015070800_4HD.npz,1
226,data/single-tc-bessttrack/1510.csv,27,data/unzipdata3/1510_LINFA/arr/2015070800_4HD.npz,2
227,data/single-tc-bessttrack/1510.csv,28,data/unzipdata3/1510_LINFA/arr/2015070800_4HD.npz,3
228,data/single-tc-bessttrack/1510.csv,29,data/unzipdata3/1510_LINFA/arr/2015070800_4HD.npz,4
229,data/single-tc-bessttrack/1510.csv,30,data/unzipdata3/1510_LINFA/arr/2015070800_4HD.npz,5
230,data/single-tc-bessttrack/1510.csv,31,data/unzipdata3/1510_LINFA/arr/2015070800_4HD.npz,6
231,data/single-tc-bessttrack/1510.csv,29,data/unzipdata3/1510_LINFA/arr/2015070900_4HD.npz,0
232,data/single-tc-bessttrack/1510.csv,30,data/unzipdata3/1510_LINFA/arr/2015070900_4HD.npz,1
233,data/single-tc-bessttrack/1510.csv,31,data/unzipdata3/1510_LINFA/arr/2015070900_4HD.npz,2
234,data/single-tc-bessttrack/1510.csv,32,data/unzipdata3/1510_LINFA/arr/2015070900_4HD.npz,3
235,data/single-tc-bessttrack/1510.csv,33,data/unzipdata3/1510_LINFA/arr/2015070900_4HD.npz,4
