Unnamed: 0.1,Unnamed: 0,besttrack_path,besttrack_id,nwp_path,nwp_id
32,32,data/single-tc-bessttrack/1409.csv,28,data/added_features_data/1409_RAMMASUN/arr/2014071600_4HD.npz,1
33,33,data/single-tc-bessttrack/1409.csv,29,data/added_features_data/1409_RAMMASUN/arr/2014071600_4HD.npz,2
34,34,data/single-tc-bessttrack/1409.csv,30,data/added_features_data/1409_RAMMASUN/arr/2014071600_4HD.npz,3
35,35,data/single-tc-bessttrack/1409.csv,31,data/added_features_data/1409_RAMMASUN/arr/2014071600_4HD.npz,4
36,36,data/single-tc-bessttrack/1409.csv,32,data/added_features_data/1409_RAMMASUN/arr/2014071600_4HD.npz,5
37,37,data/single-tc-bessttrack/1409.csv,33,data/added_features_data/1409_RAMMASUN/arr/2014071600_4HD.npz,6
38,38,data/single-tc-bessttrack/1409.csv,31,data/added_features_data/1409_RAMMASUN/arr/2014071700_4HD.npz,0
39,39,data/single-tc-bessttrack/1409.csv,32,data/added_features_data/1409_RAMMASUN/arr/2014071700_4HD.npz,1
40,40,data/single-tc-bessttrack/1409.csv,33,data/added_features_data/1409_RAMMASUN/arr/2014071700_4HD.npz,2
41,41,data/single-tc-bessttrack/1409.csv,34,data/added_features_data/1409_RAMMASUN/arr/2014071700_4HD.npz,3
42,42,data/single-tc-bessttrack/1409.csv,35,data/added_features_data/1409_RAMMASUN/arr/2014071700_4HD.npz,4
43,43,data/single-tc-bessttrack/1409.csv,36,data/added_features_data/1409_RAMMASUN/arr/2014071700_4HD.npz,5
44,44,data/single-tc-bessttrack/1409.csv,37,data/added_features_data/1409_RAMMASUN/arr/2014071700_4HD.npz,6
45,45,data/single-tc-bessttrack/1409.csv,35,data/added_features_data/1409_RAMMASUN/arr/2014071800_4HD.npz,0
46,46,data/single-tc-bessttrack/1409.csv,36,data/added_features_data/1409_RAMMASUN/arr/2014071800_4HD.npz,1
47,47,data/single-tc-bessttrack/1409.csv,37,data/added_features_data/1409_RAMMASUN/arr/2014071800_4HD.npz,2
48,48,data/single-tc-bessttrack/1409.csv,38,data/added_features_data/1409_RAMMASUN/arr/2014071800_4HD.npz,3
49,49,data/single-tc-bessttrack/1409.csv,39,data/added_features_data/1409_RAMMASUN/arr/2014071800_4HD.npz,4
50,50,data/single-tc-bessttrack/1409.csv,40,data/added_features_data/1409_RAMMASUN/arr/2014071800_4HD.npz,5
51,51,data/single-tc-bessttrack/1409.csv,41,data/added_features_data/1409_RAMMASUN/arr/2014071800_4HD.npz,6
52,52,data/single-tc-bessttrack/1409.csv,39,data/added_features_data/1409_RAMMASUN/arr/2014071900_4HD.npz,0
53,53,data/single-tc-bessttrack/1409.csv,40,data/added_features_data/1409_RAMMASUN/arr/2014071900_4HD.npz,1
54,54,data/single-tc-bessttrack/1409.csv,41,data/added_features_data/1409_RAMMASUN/arr/2014071900_4HD.npz,2
55,55,data/single-tc-bessttrack/1409.csv,42,data/added_features_data/1409_RAMMASUN/arr/2014071900_4HD.npz,3
56,56,data/single-tc-bessttrack/1409.csv,43,data/added_features_data/1409_RAMMASUN/arr/2014071900_4HD.npz,4
57,57,data/single-tc-bessttrack/1421.csv,8,data/added_features_data/1421_SINLAKU/arr/2014112800_4HD.npz,0
58,58,data/single-tc-bessttrack/1421.csv,9,data/added_features_data/1421_SINLAKU/arr/2014112800_4HD.npz,1
59,59,data/single-tc-bessttrack/1421.csv,10,data/added_features_data/1421_SINLAKU/arr/2014112800_4HD.npz,2
60,60,data/single-tc-bessttrack/1421.csv,11,data/added_features_data/1421_SINLAKU/arr/2014112800_4HD.npz,3
61,61,data/single-tc-bessttrack/1421.csv,12,data/added_features_data/1421_SINLAKU/arr/2014112800_4HD.npz,4
62,62,data/single-tc-bessttrack/1421.csv,13,data/added_features_data/1421_SINLAKU/arr/2014112800_4HD.npz,5
63,63,data/single-tc-bessttrack/1421.csv,14,data/added_features_data/1421_SINLAKU/arr/2014112800_4HD.npz,6
64,64,data/single-tc-bessttrack/1421.csv,12,data/added_features_data/1421_SINLAKU/arr/2014112900_4HD.npz,0
65,65,data/single-tc-bessttrack/1421.csv,13,data/added_features_data/1421_SINLAKU/arr/2014112900_4HD.npz,1
66,66,data/single-tc-bessttrack/1421.csv,14,data/added_features_data/1421_SINLAKU/arr/2014112900_4HD.npz,2
67,67,data/single-tc-bessttrack/1421.csv,15,data/added_features_data/1421_SINLAKU/arr/2014112900_4HD.npz,3
68,68,data/single-tc-bessttrack/1421.csv,16,data/added_features_data/1421_SINLAKU/arr/2014112900_4HD.npz,4
69,69,data/single-tc-bessttrack/1421.csv,17,data/added_features_data/1421_SINLAKU/arr/2014112900_4HD.npz,5
70,70,data/single-tc-bessttrack/1421.csv,16,data/added_features_data/1421_SINLAKU/arr/2014113000_4HD.npz,0
71,71,data/single-tc-bessttrack/1421.csv,17,data/added_features_data/1421_SINLAKU/arr/2014113000_4HD.npz,1
72,72,data/single-tc-bessttrack/1422.csv,14,data/added_features_data/1422_HAGUPIT/arr/2014120400_4HD.npz,0
73,73,data/single-tc-bessttrack/1422.csv,15,data/added_features_data/1422_HAGUPIT/arr/2014120400_4HD.npz,1
74,74,data/single-tc-bessttrack/1422.csv,16,data/added_features_data/1422_HAGUPIT/arr/2014120400_4HD.npz,2
75,75,data/single-tc-bessttrack/1422.csv,17,data/added_features_data/1422_HAGUPIT/arr/2014120400_4HD.npz,3
76,76,data/single-tc-bessttrack/1422.csv,18,data/added_features_data/1422_HAGUPIT/arr/2014120400_4HD.npz,4
77,77,data/single-tc-bessttrack/1422.csv,19,data/added_features_data/1422_HAGUPIT/arr/2014120400_4HD.npz,5
78,78,data/single-tc-bessttrack/1422.csv,20,data/added_features_data/1422_HAGUPIT/arr/2014120400_4HD.npz,6
79,79,data/single-tc-bessttrack/1422.csv,18,data/added_features_data/1422_HAGUPIT/arr/2014120500_4HD.npz,0
80,80,data/single-tc-bessttrack/1422.csv,19,data/added_features_data/1422_HAGUPIT/arr/2014120500_4HD.npz,1
81,81,data/single-tc-bessttrack/1422.csv,20,data/added_features_data/1422_HAGUPIT/arr/2014120500_4HD.npz,2
82,82,data/single-tc-bessttrack/1422.csv,21,data/added_features_data/1422_HAGUPIT/arr/2014120500_4HD.npz,3
83,83,data/single-tc-bessttrack/1422.csv,22,data/added_features_data/1422_HAGUPIT/arr/2014120500_4HD.npz,4
84,84,data/single-tc-bessttrack/1422.csv,23,data/added_features_data/1422_HAGUPIT/arr/2014120500_4HD.npz,5
85,85,data/single-tc-bessttrack/1422.csv,24,data/added_features_data/1422_HAGUPIT/arr/2014120500_4HD.npz,6
86,86,data/single-tc-bessttrack/1422.csv,22,data/added_features_data/1422_HAGUPIT/arr/2014120600_4HD.npz,0
87,87,data/single-tc-bessttrack/1422.csv,23,data/added_features_data/1422_HAGUPIT/arr/2014120600_4HD.npz,1
88,88,data/single-tc-bessttrack/1422.csv,24,data/added_features_data/1422_HAGUPIT/arr/2014120600_4HD.npz,2
89,89,data/single-tc-bessttrack/1422.csv,25,data/added_features_data/1422_HAGUPIT/arr/2014120600_4HD.npz,3
90,90,data/single-tc-bessttrack/1422.csv,26,data/added_features_data/1422_HAGUPIT/arr/2014120600_4HD.npz,4
91,91,data/single-tc-bessttrack/1422.csv,27,data/added_features_data/1422_HAGUPIT/arr/2014120600_4HD.npz,5
92,92,data/single-tc-bessttrack/1422.csv,28,data/added_features_data/1422_HAGUPIT/arr/2014120600_4HD.npz,6
93,93,data/single-tc-bessttrack/1422.csv,26,data/added_features_data/1422_HAGUPIT/arr/2014120700_4HD.npz,0
94,94,data/single-tc-bessttrack/1422.csv,27,data/added_features_data/1422_HAGUPIT/arr/2014120700_4HD.npz,1
95,95,data/single-tc-bessttrack/1422.csv,28,data/added_features_data/1422_HAGUPIT/arr/2014120700_4HD.npz,2
96,96,data/single-tc-bessttrack/1422.csv,29,data/added_features_data/1422_HAGUPIT/arr/2014120700_4HD.npz,3
97,97,data/single-tc-bessttrack/1422.csv,30,data/added_features_data/1422_HAGUPIT/arr/2014120700_4HD.npz,4
98,98,data/single-tc-bessttrack/1422.csv,31,data/added_features_data/1422_HAGUPIT/arr/2014120700_4HD.npz,5
99,99,data/single-tc-bessttrack/1422.csv,32,data/added_features_data/1422_HAGUPIT/arr/2014120700_4HD.npz,6
100,100,data/single-tc-bessttrack/1422.csv,30,data/added_features_data/1422_HAGUPIT/arr/2014120800_4HD.npz,0
101,101,data/single-tc-bessttrack/1422.csv,31,data/added_features_data/1422_HAGUPIT/arr/2014120800_4HD.npz,1
102,102,data/single-tc-bessttrack/1422.csv,32,data/added_features_data/1422_HAGUPIT/arr/2014120800_4HD.npz,2
103,103,data/single-tc-bessttrack/1422.csv,33,data/added_features_data/1422_HAGUPIT/arr/2014120800_4HD.npz,3
104,104,data/single-tc-bessttrack/1422.csv,34,data/added_features_data/1422_HAGUPIT/arr/2014120800_4HD.npz,4
105,105,data/single-tc-bessttrack/1422.csv,35,data/added_features_data/1422_HAGUPIT/arr/2014120800_4HD.npz,5
106,106,data/single-tc-bessttrack/1422.csv,36,data/added_features_data/1422_HAGUPIT/arr/2014120800_4HD.npz,6
107,107,data/single-tc-bessttrack/1422.csv,34,data/added_features_data/1422_HAGUPIT/arr/2014120900_4HD.npz,0
108,108,data/single-tc-bessttrack/1422.csv,35,data/added_features_data/1422_HAGUPIT/arr/2014120900_4HD.npz,1
109,109,data/single-tc-bessttrack/1422.csv,36,data/added_features_data/1422_HAGUPIT/arr/2014120900_4HD.npz,2
110,110,data/single-tc-bessttrack/1422.csv,37,data/added_features_data/1422_HAGUPIT/arr/2014120900_4HD.npz,3
111,111,data/single-tc-bessttrack/1422.csv,38,data/added_features_data/1422_HAGUPIT/arr/2014120900_4HD.npz,4
112,112,data/single-tc-bessttrack/1422.csv,39,data/added_features_data/1422_HAGUPIT/arr/2014120900_4HD.npz,5
113,113,data/single-tc-bessttrack/1422.csv,40,data/added_features_data/1422_HAGUPIT/arr/2014120900_4HD.npz,6
114,114,data/single-tc-bessttrack/1422.csv,38,data/added_features_data/1422_HAGUPIT/arr/2014121000_4HD.npz,0
115,115,data/single-tc-bessttrack/1422.csv,39,data/added_features_data/1422_HAGUPIT/arr/2014121000_4HD.npz,1
116,116,data/single-tc-bessttrack/1422.csv,40,data/added_features_data/1422_HAGUPIT/arr/2014121000_4HD.npz,2
117,117,data/single-tc-bessttrack/1422.csv,41,data/added_features_data/1422_HAGUPIT/arr/2014121000_4HD.npz,3
118,118,data/single-tc-bessttrack/1422.csv,42,data/added_features_data/1422_HAGUPIT/arr/2014121000_4HD.npz,4
119,119,data/single-tc-bessttrack/1422.csv,43,data/added_features_data/1422_HAGUPIT/arr/2014121000_4HD.npz,5
120,120,data/single-tc-bessttrack/1422.csv,44,data/added_features_data/1422_HAGUPIT/arr/2014121000_4HD.npz,6
121,121,data/single-tc-bessttrack/1504.csv,22,data/added_features_data/1504_MAYSAK/arr/2015040100_4HD.npz,0
122,122,data/single-tc-bessttrack/1504.csv,23,data/added_features_data/1504_MAYSAK/arr/2015040100_4HD.npz,1
123,123,data/single-tc-bessttrack/1504.csv,24,data/added_features_data/1504_MAYSAK/arr/2015040100_4HD.npz,2
124,124,data/single-tc-bessttrack/1504.csv,25,data/added_features_data/1504_MAYSAK/arr/2015040100_4HD.npz,3
125,125,data/single-tc-bessttrack/1504.csv,26,data/added_features_data/1504_MAYSAK/arr/2015040100_4HD.npz,4
126,126,data/single-tc-bessttrack/1504.csv,27,data/added_features_data/1504_MAYSAK/arr/2015040100_4HD.npz,5
127,127,data/single-tc-bessttrack/1504.csv,28,data/added_features_data/1504_MAYSAK/arr/2015040100_4HD.npz,6
128,128,data/single-tc-bessttrack/1504.csv,26,data/added_features_data/1504_MAYSAK/arr/2015040200_4HD.npz,0
129,129,data/single-tc-bessttrack/1504.csv,27,data/added_features_data/1504_MAYSAK/arr/2015040200_4HD.npz,1
130,130,data/single-tc-bessttrack/1504.csv,28,data/added_features_data/1504_MAYSAK/arr/2015040200_4HD.npz,2
131,131,data/single-tc-bessttrack/1504.csv,29,data/added_features_data/1504_MAYSAK/arr/2015040200_4HD.npz,3
132,132,data/single-tc-bessttrack/1504.csv,30,data/added_features_data/1504_MAYSAK/arr/2015040200_4HD.npz,4
133,133,data/single-tc-bessttrack/1504.csv,31,data/added_features_data/1504_MAYSAK/arr/2015040200_4HD.npz,5
134,134,data/single-tc-bessttrack/1504.csv,32,data/added_features_data/1504_MAYSAK/arr/2015040200_4HD.npz,6
135,135,data/single-tc-bessttrack/1504.csv,30,data/added_features_data/1504_MAYSAK/arr/2015040300_4HD.npz,0
136,136,data/single-tc-bessttrack/1504.csv,31,data/added_features_data/1504_MAYSAK/arr/2015040300_4HD.npz,1
137,137,data/single-tc-bessttrack/1504.csv,32,data/added_features_data/1504_MAYSAK/arr/2015040300_4HD.npz,2
138,138,data/single-tc-bessttrack/1504.csv,33,data/added_features_data/1504_MAYSAK/arr/2015040300_4HD.npz,3
139,139,data/single-tc-bessttrack/1504.csv,34,data/added_features_data/1504_MAYSAK/arr/2015040300_4HD.npz,4
140,140,data/single-tc-bessttrack/1504.csv,35,data/added_features_data/1504_MAYSAK/arr/2015040300_4HD.npz,5
141,141,data/single-tc-bessttrack/1504.csv,36,data/added_features_data/1504_MAYSAK/arr/2015040300_4HD.npz,6
142,142,data/single-tc-bessttrack/1504.csv,34,data/added_features_data/1504_MAYSAK/arr/2015040400_4HD.npz,0
143,143,data/single-tc-bessttrack/1504.csv,35,data/added_features_data/1504_MAYSAK/arr/2015040400_4HD.npz,1
144,144,data/single-tc-bessttrack/1504.csv,36,data/added_features_data/1504_MAYSAK/arr/2015040400_4HD.npz,2
145,145,data/single-tc-bessttrack/1504.csv,37,data/added_features_data/1504_MAYSAK/arr/2015040400_4HD.npz,3
146,146,data/single-tc-bessttrack/1504.csv,38,data/added_features_data/1504_MAYSAK/arr/2015040400_4HD.npz,4
147,147,data/single-tc-bessttrack/1504.csv,39,data/added_features_data/1504_MAYSAK/arr/2015040400_4HD.npz,5
148,148,data/single-tc-bessttrack/1504.csv,40,data/added_features_data/1504_MAYSAK/arr/2015040400_4HD.npz,6
149,149,data/single-tc-bessttrack/1504.csv,38,data/added_features_data/1504_MAYSAK/arr/2015040500_4HD.npz,0
150,150,data/single-tc-bessttrack/1504.csv,39,data/added_features_data/1504_MAYSAK/arr/2015040500_4HD.npz,1
151,151,data/single-tc-bessttrack/1504.csv,40,data/added_features_data/1504_MAYSAK/arr/2015040500_4HD.npz,2
152,152,data/single-tc-bessttrack/1504.csv,41,data/added_features_data/1504_MAYSAK/arr/2015040500_4HD.npz,3
153,153,data/single-tc-bessttrack/1504.csv,42,data/added_features_data/1504_MAYSAK/arr/2015040500_4HD.npz,4
154,154,data/single-tc-bessttrack/1504.csv,43,data/added_features_data/1504_MAYSAK/arr/2015040500_4HD.npz,5
155,155,data/single-tc-bessttrack/1504.csv,44,data/added_features_data/1504_MAYSAK/arr/2015040500_4HD.npz,6
156,156,data/single-tc-bessttrack/1508.csv,5,data/added_features_data/1508_KUJIRA/arr/2015062100_4HD.npz,0
157,157,data/single-tc-bessttrack/1508.csv,6,data/added_features_data/1508_KUJIRA/arr/2015062100_4HD.npz,1
158,158,data/single-tc-bessttrack/1508.csv,7,data/added_features_data/1508_KUJIRA/arr/2015062100_4HD.npz,2
159,159,data/single-tc-bessttrack/1508.csv,8,data/added_features_data/1508_KUJIRA/arr/2015062100_4HD.npz,3
160,160,data/single-tc-bessttrack/1508.csv,9,data/added_features_data/1508_KUJIRA/arr/2015062100_4HD.npz,4
161,161,data/single-tc-bessttrack/1508.csv,10,data/added_features_data/1508_KUJIRA/arr/2015062100_4HD.npz,5
162,162,data/single-tc-bessttrack/1508.csv,11,data/added_features_data/1508_KUJIRA/arr/2015062100_4HD.npz,6
163,163,data/single-tc-bessttrack/1508.csv,9,data/added_features_data/1508_KUJIRA/arr/2015062200_4HD.npz,0
164,164,data/single-tc-bessttrack/1508.csv,10,data/added_features_data/1508_KUJIRA/arr/2015062200_4HD.npz,1
165,165,data/single-tc-bessttrack/1508.csv,11,data/added_features_data/1508_KUJIRA/arr/2015062200_4HD.npz,2
166,166,data/single-tc-bessttrack/1508.csv,12,data/added_features_data/1508_KUJIRA/arr/2015062200_4HD.npz,3
167,167,data/single-tc-bessttrack/1508.csv,13,data/added_features_data/1508_KUJIRA/arr/2015062200_4HD.npz,4
168,168,data/single-tc-bessttrack/1508.csv,14,data/added_features_data/1508_KUJIRA/arr/2015062200_4HD.npz,5
169,169,data/single-tc-bessttrack/1508.csv,15,data/added_features_data/1508_KUJIRA/arr/2015062200_4HD.npz,6
170,170,data/single-tc-bessttrack/1508.csv,13,data/added_features_data/1508_KUJIRA/arr/2015062300_4HD.npz,0
171,171,data/single-tc-bessttrack/1508.csv,14,data/added_features_data/1508_KUJIRA/arr/2015062300_4HD.npz,1
172,172,data/single-tc-bessttrack/1508.csv,15,data/added_features_data/1508_KUJIRA/arr/2015062300_4HD.npz,2
173,173,data/single-tc-bessttrack/1508.csv,16,data/added_features_data/1508_KUJIRA/arr/2015062300_4HD.npz,3
174,174,data/single-tc-bessttrack/1508.csv,17,data/added_features_data/1508_KUJIRA/arr/2015062300_4HD.npz,4
175,175,data/single-tc-bessttrack/1508.csv,18,data/added_features_data/1508_KUJIRA/arr/2015062300_4HD.npz,5
176,176,data/single-tc-bessttrack/1508.csv,19,data/added_features_data/1508_KUJIRA/arr/2015062300_4HD.npz,6
177,177,data/single-tc-bessttrack/1508.csv,17,data/added_features_data/1508_KUJIRA/arr/2015062400_4HD.npz,0
178,178,data/single-tc-bessttrack/1508.csv,18,data/added_features_data/1508_KUJIRA/arr/2015062400_4HD.npz,1
179,179,data/single-tc-bessttrack/1508.csv,19,data/added_features_data/1508_KUJIRA/arr/2015062400_4HD.npz,2
180,180,data/single-tc-bessttrack/1508.csv,20,data/added_features_data/1508_KUJIRA/arr/2015062400_4HD.npz,3
181,181,data/single-tc-bessttrack/1508.csv,21,data/added_features_data/1508_KUJIRA/arr/2015062400_4HD.npz,4
182,182,data/single-tc-bessttrack/1510.csv,1,data/added_features_data/1510_LINFA/arr/2015070200_4HD.npz,0
183,183,data/single-tc-bessttrack/1510.csv,2,data/added_features_data/1510_LINFA/arr/2015070200_4HD.npz,1
184,184,data/single-tc-bessttrack/1510.csv,3,data/added_features_data/1510_LINFA/arr/2015070200_4HD.npz,2
185,185,data/single-tc-bessttrack/1510.csv,4,data/added_features_data/1510_LINFA/arr/2015070200_4HD.npz,3
186,186,data/single-tc-bessttrack/1510.csv,5,data/added_features_data/1510_LINFA/arr/2015070200_4HD.npz,4
187,187,data/single-tc-bessttrack/1510.csv,6,data/added_features_data/1510_LINFA/arr/2015070200_4HD.npz,5
188,188,data/single-tc-bessttrack/1510.csv,7,data/added_features_data/1510_LINFA/arr/2015070200_4HD.npz,6
189,189,data/single-tc-bessttrack/1510.csv,5,data/added_features_data/1510_LINFA/arr/2015070300_4HD.npz,0
190,190,data/single-tc-bessttrack/1510.csv,6,data/added_features_data/1510_LINFA/arr/2015070300_4HD.npz,1
191,191,data/single-tc-bessttrack/1510.csv,7,data/added_features_data/1510_LINFA/arr/2015070300_4HD.npz,2
192,192,data/single-tc-bessttrack/1510.csv,8,data/added_features_data/1510_LINFA/arr/2015070300_4HD.npz,3
193,193,data/single-tc-bessttrack/1510.csv,9,data/added_features_data/1510_LINFA/arr/2015070300_4HD.npz,4
194,194,data/single-tc-bessttrack/1510.csv,10,data/added_features_data/1510_LINFA/arr/2015070300_4HD.npz,5
195,195,data/single-tc-bessttrack/1510.csv,11,data/added_features_data/1510_LINFA/arr/2015070300_4HD.npz,6
196,196,data/single-tc-bessttrack/1510.csv,9,data/added_features_data/1510_LINFA/arr/2015070400_4HD.npz,0
197,197,data/single-tc-bessttrack/1510.csv,10,data/added_features_data/1510_LINFA/arr/2015070400_4HD.npz,1
198,198,data/single-tc-bessttrack/1510.csv,11,data/added_features_data/1510_LINFA/arr/2015070400_4HD.npz,2
199,199,data/single-tc-bessttrack/1510.csv,12,data/added_features_data/1510_LINFA/arr/2015070400_4HD.npz,3
200,200,data/single-tc-bessttrack/1510.csv,13,data/added_features_data/1510_LINFA/arr/2015070400_4HD.npz,4
201,201,data/single-tc-bessttrack/1510.csv,14,data/added_features_data/1510_LINFA/arr/2015070400_4HD.npz,5
202,202,data/single-tc-bessttrack/1510.csv,15,data/added_features_data/1510_LINFA/arr/2015070400_4HD.npz,6
203,203,data/single-tc-bessttrack/1510.csv,13,data/added_features_data/1510_LINFA/arr/2015070500_4HD.npz,0
204,204,data/single-tc-bessttrack/1510.csv,14,data/added_features_data/1510_LINFA/arr/2015070500_4HD.npz,1
205,205,data/single-tc-bessttrack/1510.csv,15,data/added_features_data/1510_LINFA/arr/2015070500_4HD.npz,2
206,206,data/single-tc-bessttrack/1510.csv,16,data/added_features_data/1510_LINFA/arr/2015070500_4HD.npz,3
207,207,data/single-tc-bessttrack/1510.csv,17,data/added_features_data/1510_LINFA/arr/2015070500_4HD.npz,4
208,208,data/single-tc-bessttrack/1510.csv,18,data/added_features_data/1510_LINFA/arr/2015070500_4HD.npz,5
209,209,data/single-tc-bessttrack/1510.csv,19,data/added_features_data/1510_LINFA/arr/2015070500_4HD.npz,6
210,210,data/single-tc-bessttrack/1510.csv,17,data/added_features_data/1510_LINFA/arr/2015070600_4HD.npz,0
211,211,data/single-tc-bessttrack/1510.csv,18,data/added_features_data/1510_LINFA/arr/2015070600_4HD.npz,1
212,212,data/single-tc-bessttrack/1510.csv,19,data/added_features_data/1510_LINFA/arr/2015070600_4HD.npz,2
213,213,data/single-tc-bessttrack/1510.csv,20,data/added_features_data/1510_LINFA/arr/2015070600_4HD.npz,3
214,214,data/single-tc-bessttrack/1510.csv,21,data/added_features_data/1510_LINFA/arr/2015070600_4HD.npz,4
215,215,data/single-tc-bessttrack/1510.csv,22,data/added_features_data/1510_LINFA/arr/2015070600_4HD.npz,5
216,216,data/single-tc-bessttrack/1510.csv,23,data/added_features_data/1510_LINFA/arr/2015070600_4HD.npz,6
217,217,data/single-tc-bessttrack/1510.csv,21,data/added_features_data/1510_LINFA/arr/2015070700_4HD.npz,0
218,218,data/single-tc-bessttrack/1510.csv,22,data/added_features_data/1510_LINFA/arr/2015070700_4HD.npz,1
219,219,data/single-tc-bessttrack/1510.csv,23,data/added_features_data/1510_LINFA/arr/2015070700_4HD.npz,2
220,220,data/single-tc-bessttrack/1510.csv,24,data/added_features_data/1510_LINFA/arr/2015070700_4HD.npz,3
221,221,data/single-tc-bessttrack/1510.csv,25,data/added_features_data/1510_LINFA/arr/2015070700_4HD.npz,4
222,222,data/single-tc-bessttrack/1510.csv,26,data/added_features_data/1510_LINFA/arr/2015070700_4HD.npz,5
223,223,data/single-tc-bessttrack/1510.csv,27,data/added_features_data/1510_LINFA/arr/2015070700_4HD.npz,6
224,224,data/single-tc-bessttrack/1510.csv,25,data/added_features_data/1510_LINFA/arr/2015070800_4HD.npz,0
225,225,data/single-tc-bessttrack/1510.csv,26,data/added_features_data/1510_LINFA/arr/2015070800_4HD.npz,1
226,226,data/single-tc-bessttrack/1510.csv,27,data/added_features_data/1510_LINFA/arr/2015070800_4HD.npz,2
227,227,data/single-tc-bessttrack/1510.csv,28,data/added_features_data/1510_LINFA/arr/2015070800_4HD.npz,3
228,228,data/single-tc-bessttrack/1510.csv,29,data/added_features_data/1510_LINFA/arr/2015070800_4HD.npz,4
229,229,data/single-tc-bessttrack/1510.csv,30,data/added_features_data/1510_LINFA/arr/2015070800_4HD.npz,5
230,230,data/single-tc-bessttrack/1510.csv,31,data/added_features_data/1510_LINFA/arr/2015070800_4HD.npz,6
